Occupation,Lifespans
Kannushi,[51]
Arima clan,[51]
BT Group,[41]
Personal assistant,"[41, 67]"
Tabla,[76]
Crocodile farm,[69]
Tampa Bay Buccaneers,[86]
First Allied Corporation,[86]
Atmospheric physics,[66]
Yoga,"[106, 113]"
Matsuoka Hoyoen Sanatorium,[82]
Sepoy,[30]
Bengal Regiment,[30]
Apprenticeship,[74]
Dewan,[52]
Muse,[19]
Ptcl,[76]
Overseas Pakistani,[76]
Technology,[71]
Músico,[52]
Pedagogía,[52]
Vendor,[45]
Jesuit China missions,[85]
Spanish literature,[82]
Portuguese Navy,[82]
Capoeira,[75]
Cadet College Hasan Abdal,[87]
Glencore,[79]
European Broadcasting Union,[74]
Publicis,[90]
Law of agency,[62]
Technician,"[78, 76]"
Remington Arms,[82]
Video editing,[76]
Royal Swedish Academy of Sciences,[79]
Political philosophy,"[69, 65]"
New Jersey Legislature,[97]
English language,"[90, 82, 89, 47]"
National Cowgirl Museum and Hall of Fame,[74]
Toponymy,"[85, 85]"
Peshmerga,[28]
Glider (sailplane),[56]
American modernism,[91]
Chicago,"[94, 59]"
Lund University,"[79, 89]"
History of whaling,[74]
Fence Viewer,[100]
Chandlery,[68]
Mi'kmaq,[75]
Tel Aviv University,[72]
Camden Arkansas,[66]
Pakistan,"[66, 55, 81, 82]"
Sunni Islam,[66]
Qadiriyya,[66]
Supreme Court of Myanmar,[52]
Young Artist Award,[93]
Hollywood Foreign Press Association,[93]
Privy Council of the United Kingdom,[79]
Music of France,[84]
Union for Reform Judaism,[71]
The Emirates Group,[87]
Vaccine,[86]
Laborer,"[53, 71, 82, 39, 22]"
History of gardening,[92]
Houngan,[79]
Haberdasher,"[68, 70]"
Actuary,"[96, 65]"
Teutonic Order,[51]
Second Congress of Rastatt,[51]
Court of St James's,[51]
Etiquette,[98]
Ardmore Oklahoma,[93]
Fly tying,"[86, 102]"
Skopje,[49]
Urmia,[49]
Muş Province,[81]
Tekel,[81]
Regie Company,[81]
Reserve Bank of India,[73]
Daugavpils,[83]
Guru,"[63, 91, 76, 96]"
Gay and Lesbian Activists Alliance,[42]
LGBT social movements,"[42, 47, 46]"
Ministry of Culture and Sports (Greece),[74]
Heritage interpretation,[49]
Royal Engineers,[45]
Tosh (Hasidic dynasty),[94]
Político,[60]
Bishop of Cloyne,[61]
DeSisto School,[64]
Video game producer,[69]
Western League (defunct minor league),[74]
Illinois–Indiana–Iowa League,[74]
Mississippi Valley League,[74]
Stationary engineer,"[60, 76]"
Storyboard artist,[73]
London Stock Exchange,[49]
Worshipful Company of Skinners,[49]
Congregation of Christian Brothers,[73]
Staffordshire,[90]
Ulster Defence Regiment,[87]
Ulster Special Constabulary,[87]
Family therapy,[60]
The Real McCoys,[53]
The Travels of Jaimie McPheeters (TV series),[52]
Mountain guide,"[37, 82]"
Drama theory,[74]
Orientalism,"[83, 89]"
Ferrero SpA,[90]
Textile arts,[80]
Disinformation,[81]
Chamber of rhetoric,[53]
Commando,[98]
Commercial pilot license,[84]
Hierodeacon,[66]
Hegumen,[66]
Archimandrite,[66]
Colonel general,[81]
Sex education,[87]
Presidential library,[100]
Crime Writers' Association,[88]
Lord High Constable of England,[75]
Massage,"[86, 87]"
First Lady of Mexico,[45]
Cincinnati Reds,[76]
Sisters of Social Service,[90]
List of French expressions in English,[90]
Mensa International,[61]
Colonel commandant,"[83, 95, 76]"
Family and consumer science,"[100, 98]"
Beguines and Beghards,[62]
Prison officer,"[36, 46]"
Fidalgo,[75]
Paris,"[82, 74]"
Tragedy,[85]
Film preservation,"[96, 89]"
List of rose breeders,[83]
Experimental film,"[61, 65, 67]"
Special education,[97]
Victorian era,[58]
Edwardian musical comedy,[58]
Prior,"[70, 40]"
Houston Baptist University,[85]
Serbian language,[57]
artist,[84]
Prima ballerina assoluta,"[102, 88]"
Roman Catholic Archdiocese of Bar,[54]
DELASEM,[32]
California,[78]
Humanist Movement,[72]
World War I,[66]
Air racing,"[66, 50, 35]"
NASCAR,[76]
Food writing,[90]
Illinois,[51]
Betty Crocker,[94]
Post Foods,[86]
General Foods,[86]
IMG (company),[73]
Blue Mountain College,[57]
Henry VIII of England,[24]
Kentucky General Assembly,"[79, 60]"
ACT UP,[47]
Transgender activism,[47]
Marshall Field's,[72]
Fisheries science,[60]
Peace makers,[81]
Berry College,[77]
Lincoln Center for the Performing Arts,[96]
Film Society of Lincoln Center,[96]
Wound ballistics,[82]
Australian pub,[53]
Rafting,[97]
Provisional Irish Republican Army,[62]
Patriotism,"[60, 55, 83]"
Lion taming,[36]
Major League Baseball Players Association,[95]
McCall's,[76]
McCall Corporation,[76]
Housekeeper (domestic worker),[41]
Beneficiary,"[82, 52, 42, 67]"
Jute mill,[81]
Colorado Department of Education,[82]
Parliamentarian (consultant),"[80, 70]"
Defense Department Advisory Committee on Women in the Services,[87]
Nail technician,[50]
National Recovery Administration,[53]
,[79]
Mary Kay,[83]
Needlework,[90]
Aerial photography,"[92, 91]"
Psychiatric and mental health nursing,"[33, 88]"
Medical social work,[63]
Office of Special Affairs,[71]
Scientology,[71]
Auditing (Scientology),[71]
Kyorin University,[81]
Manchukuo Film Association,[54]
Carom billiards,"[82, 68]"
Osaka,[90]
List of studio potters,"[63, 77]"
Lithuanian Riflemen's Union,[50]
ELTA,[50]
Aesthetics,"[84, 59]"
Real estate investing,[87]
Judomaster,[84]
Mob enforcer,[30]
Flight,[96]
Infomercial,[55]
Mixing engineer,[60]
Committee to Protect Journalists,[67]
Type design,[85]
Flamenco,"[73, 65]"
Finnish Civil War,[31]
Szlachta,[20]
Podstoli,[20]
Debunker,[70]
New Jersey Senate,[93]
Particle physics,[87]
Habitat for Humanity,[74]
The Fuller Center for Housing,[74]
Greek wrestling,[0]
WIND (AM),[67]
Drum kit,[70]
Micromagic,[86]
Conspiracy theory,[58]
Reproductive biology,[83]
Topographic map,[66]
Italy,"[45, 87, 40, 55]"
Supreme Court of Israel,[94]
State Comptroller of Israel,[94]
Aphorism,[83]
Government of the Independent State of Croatia,[54]
Barnard College,[94]
American Sociological Association,[94]
Jaipur,[76]
Prime minister,[76]
List of Diwans of Mysore,[76]
Prime Minister of Hyderabad,"[76, 72]"
Glassblowing,[73]
Iran,[82]
Engine Room Artificer,[36]
Marja',[73]
Afghan National Army,[86]
Army general,[86]
Arabic,"[70, 71]"
Magician (paranormal),[75]
Indian magicians,[75]
Indian Economic Service,[68]
Metropolitanate of Karlovci,[62]
CFAO,[80]
Koodiyattam,[81]
Culpeper Minutemen,[83]
Leipzig University,"[53, 77, 87]"
National Committee for a Free Germany,"[76, 76, 102]"
Law library,[83]
Retail loss prevention,[90]
Stephen Foster,"[81, 63]"
National Rifle Association,[64]
James Forrestal,[64]
Jazz bass,[79]
Rope,[78]
Beersheba,[74]
Israel,[74]
Jewish Community Council,[38]
Ministry of Defense (Israel),[51]
The Reverend,[94]
Academy Awards,[88]
Model sheet,[66]
Arabic maqam,[63]
Ayatollah,"[67, 95]"
Alash Orda,[58]
Turkology,"[58, 65, 59]"
Central Texas,[70]
Khatib,[82]
Chief Secretary,"[55, 78]"
Conference and resort hotels,[40]
Remington Rand,[29]
Newsagent's shop,[47]
Vermont Department of Motor Vehicles,[83]
Taft Stettinius & Hollister,[78]
Çorum Province,[77]
Ukrainian People's Republic,[90]
Hospitality industry,[20]
Malacology,[81]
Invertebrate paleontology,[81]
History of Ukraine,[71]
Political economy,"[83, 72]"
George Cross,[89]
Going My Way,[83]
Fundraising,[68]
Multireedist,"[59, 84]"
List of Test cricket umpires,[89]
Apologetics,[87]
Canadian Football League,[79]
PSCU,[64]
Wendy's,[70]
Performance art,"[57, 35]"
Conceptual art,[57]
Artist's book,[57]
Shadowgraphy (performing art),[70]
Los Angeles Times,[87]
Family International,[75]
Great Smoky Mountains National Park,[68]
Systems analyst,[93]
Islamic studies,"[73, 81]"
Royal Commission,"[65, 88]"
Royal Artillery,[96]
Video game publisher,[53]
Astrophotography,[75]
Black Rod,"[90, 77]"
Scaffolding,[69]
Coaching,"[60, 89]"
Hula,"[79, 90]"
Kahuna,[79]
Iraq,[59]
Biological warfare,[59]
Intelligence agency,[82]
Film crew,[33]
Waimea Hawaii County Hawaii,[74]
Missouri Senate,[76]
Industrial Revolution,[72]
Overseer of the poor,[72]
Reynolds Group Holdings,[96]
Eskimo Pie,[96]
Geneticist,[88]
Military chaplain,[71]
New Zealand Army,[34]
Lance corporal,[34]
American University of Beirut,[87]
Sultan of Oman's Armed Forces,[93]
Life (magazine),[66]
Imperial Airways,[34]
Terrebonne Parish Louisiana,[82]
Korean War,[79]
Vietnam War,[79]
Eighth Air Force,[79]
Script editor,"[52, 54, 81, 45]"
Republic of Texas,[50]
Texas Revolution,[50]
Floristry,[32]
Ghazal,"[86, 42, 70]"
Camden Professor of Ancient History,[74]
Backing vocalist,[64]
Chicago Police Department,[69]
Wonderware,[66]
Plant geneticist,[78]
Cadbury,[64]
Marconi Communications,[64]
Individual events (speech),[83]
List of LGBT rights activists,[52]
Marks & Spencer,[72]
Company,[72]
Elevator,[72]
Imperial War Museum,[82]
Lyric poetry,[65]
Navketan Films,[88]
Etymology,[79]
Tanittamil Iyakkam,[79]
The Point (the Gambia),[58]
Reliance Industries,[70]
Reliance Capital,[70]
Reliance Power,[70]
Tour promoter,[72]
The Association of Former Students,[94]
United Kingdom Atomic Energy Authority,[87]
Gestalt Practice,[55]
Singing cowboy,[88]
Kabarett,"[86, 53]"
Forestry,[83]
Lied,[87]
Telefunken,[87]
Krupp,"[87, 80]"
Papyrology,"[59, 68]"
Hydrography,"[63, 77, 49]"
Olympia Greece,[1883]
Oleni,[1883]
Imagery analysis,[94]
Bomb damage assessment,[94]
Garifuna people,[81]
Anabaptists,[64]
Eastern Christian monasticism,[88]
Theatre criticism,"[69, 76, 92]"
National Association of Base Ball Players,[85]
Podiatry,[44]
Gold prospecting,[44]
Vigilante,"[80, 79]"
National League,"[71, 51, 76, 65]"
Bandeirantes,[64]
List of newsreaders and journalists in France,[67]
Tequila,[63]
KSLA,[82]
Street performance,"[69, 75]"
Variety show,[96]
Motorcycle racing,[63]
Canadian Broadcasting Corporation,[72]
Irish people,[56]
Metalworking,[81]
KB Home,[65]
Home construction,"[65, 57]"
Highland games,[79]
Intelligence analysis,[79]
Boeing,"[94, 74, 78]"
Wool,"[87, 58]"
Chiefs of Clan Cameron,[94]
Tyson Foods,[81]
Council on Foreign Relations,[65]
Logistics Management Institute,[65]
Defense Science Board,[65]
Ethiopian Studies,[84]
Social theory,[84]
Byzantine studies,"[80, 73]"
HM Nautical Almanac Office,[79]
Social anthropology,"[62, 57]"
Stanley Black & Decker,[89]
United States Armor Association,[68]
List of inventors,[63]
Surfing,"[93, 81]"
Queen Alexandra's Royal Naval Nursing Service,[82]
Script supervisor,[71]
Indigenous Australians,[77]
Zooarchaeology,[73]
Gibraltar Museum,[89]
Ursulines,[41]
Acacemia,[104]
Health education,[104]
Social change,[81]
Mistress of the Robes,[78]
Harry Houdini,[104]
Jewelry design,"[84, 68]"
Coxswain,[81]
Bass guitar,[29]
Confederation College,[84]
United Automobile Workers,[92]
Navy Midshipmen football,[51]
Darul Huda Islamic University,[74]
Chickamauga Cherokee,[54]
Connect (biotechnology organization),[64]
Home Guard (United Kingdom),[80]
Major (United Kingdom),[80]
Trinity House,"[80, 74]"
Equerry,[80]
Sound system (Jamaican),[84]
American Ex–Prisoners of War,[90]
Public figure,"[79, 63, 50]"
United Methodist Church,[80]
Indian Boxing Federation,[82]
Dialogue,[80]
Clogging,[58]
Belly dance,[65]
Joseph Cook,[87]
Ekasarana Dharma,[110]
Boilermaker,"[82, 84]"
Blog,[71]
Piracy,[84]
American Unitarian Association,[78]
Unitarian Universalist Association,[78]
Pakistan Sports Board,[78]
Blackstone Valley,[81]
Theoretician (Marxism),[62]
Province of New York,[87]
Underground Railroad,[76]
Chemical engineering,"[85, 79]"
Greersburg Academy,[67]
Adjutant,[61]
Scouting and Guiding in Canada,[76]
Iron,[83]
Internal Revenue Service,[39]
Game programmer,[49]
Romania,[85]
Malayalam literature,[61]
Southern Methodist University,[63]
History of Rome,[82]
Chief minister,[66]
Israel Antiquities Authority,[68]
Dastan,[64]
Ruba'i,[73]
Yellowstone National Park,[90]
Reformism,[71]
Khan (title),"[34, 18]"
Martyr,[38]
Chhau,[74]
Finland,"[63, 68]"
Ministry of War Transport,[64]
Southern New England Telephone,[84]
Royal New Zealand Returned and Services' Association,[92]
Opinion poll,[73]
Clay Street Hill Railroad,[64]
Tilles Park,[86]
Saugus Branch Railroad,[87]
Lodomeria,[80]
Tar (string instrument),"[78, 92]"
List of classical guitarists,[94]
Morbihan,[57]
List of Naval Ministers of France,"[57, 46]"
List of colonial and departmental heads of Martinique,[57]
Communist International,[87]
Inter Milan,[72]
Cape Breton fiddling,[71]
Girl Guides,[69]
Milkmaid,[53]
Spelman (music),[83]
Accessory (legal term),[29]
Bunce Court School,[81]
University of North Texas,[93]
Texas Christian University,[93]
Music librarianship,[93]
United States Assistant Secretary of Defense,"[81, 89]"
Catherine the Great,[81]
Opawa,[48]
Vanitha,[81]
Singapore,[83]
American poetry,[76]
Somerset House,[78]
Freedom From Religion Foundation,[89]
Handmaiden,[39]
Muhammad Iqbal,[81]
Iranian studies,"[81, 87]"
Sindhology,[81]
Kroncong,[69]
Signal Corps (United States Army),[91]
Imperial Council (Austria),[71]
Western Electric,[60]
Group captain,"[58, 80]"
United States Postal Inspection Service,"[71, 58]"
Aerospace manufacturer,"[49, 81]"
Executive search,[81]
Joint Chiefs of Staff,[86]
Roman Catholic Archdiocese of Cambrai,[52]
French Canadians,[73]
Organisation de l'armée secrète,[90]
Mass media,[71]
Protestant Reformation,[73]
American Theatre Wing,[58]
Office,[51]
Carnival,[67]
Psychic detective,[67]
Inspector general,[83]
Protonotary apostolic,[44]
Public international law,[74]
'Ndrangheta,[73]
Capobastone,[73]
Professional sports,[76]
Director of Bands,[78]
Hamburg America Line,[61]
Christianity,"[80, 79]"
Contract bridge,"[89, 57, 84, 86]"
Scientific American,[70]
Arctic exploration,[71]
Numbers game,[61]
Commander,[68]
Roman Catholic Diocese of Little Rock,[83]
Explosives engineering,[71]
Big Ten Conference,[64]
Experimental psychology,"[52, 77]"
American Federation of Teachers,[69]
Systems theory,"[84, 61, 68]"
Hay,[91]
Slavic languages,[83]
Republic Aviation,[71]
Lay brother,"[88, 77]"
Prisoner,[88]
Gerontology,[80]
New Thought,[74]
Psychic reading,[74]
Board of Inspection and Survey,[60]
Bishop of Killaloe and Kilfenora,[60]
List of High Commissioners of the United Kingdom to Canada,[78]
Naval War College,[51]
Life insurance,[61]
Card throwing,[52]
List of presidents of the American Medical Association,[80]
Governor of Bermuda,"[92, 54, 68]"
Director General Army Medical Services,[92]
AMP Limited,[58]
Chief Secretary of New South Wales,[81]
Belpre Ohio,[84]
Royal Monmouthshire Royal Engineers,[64]
Mayor of Monmouth,[64]
Petroleum engineering,[54]
Old Bolshevik,[54]
List of mayors of Geelong,[68]
Moscow Institute of Physics and Technology,[85]
Academy of Athens (modern),[69]
Ministry of Education Research and Religious Affairs,[69]
List of defence ministers of Greece,"[69, 81, 66]"
Minister for Foreign Affairs (Greece),[69]
Lesbos,[70]
Voyageurs,[94]
Alpine skiing,[88]
Brockenhurst College,[100]
Otorhinolaryngology,"[81, 78, 88]"
Frio County Texas,[41]
Karnes County Texas,[41]
Communist Party of Germany,[31]
Stock and station agent,[69]
Tobacconist,[87]
Milan,[59]
Lancheru,[93]
Sugar cane mill,[88]
Merchant navy,"[64, 87]"
Sommelier,[64]
Dishwashing,[64]
Ice skating,[78]
New Swabia,[84]
Nazi concentration camps,[44]
Sewerage,[79]
Water supply network,[79]
Nationalism,"[87, 70, 71]"
Program director,[87]
Scout Leader,"[87, 87]"
Gaziantep Province,"[62, 76, 55]"
General Secretary of the Communist Party,[86]
History of the cooperative movement,[86]
National Cowboy & Western Heritage Museum,[93]
China painting,[100]
Edward III of England,[52]
Environmental science,[71]
Sarangi,[68]
Distinguished Service Cross (United Kingdom),[69]
Allensworth California,[72]
New York Shipbuilding Corporation,[81]
Vigor Shipyards,[81]
Charleston Naval Shipyard,[81]
Venezuela,[77]
International Foundation for Electoral Systems,[78]
Cornet,"[80, 68]"
Court of Queen's Bench for Saskatchewan,[89]
Customs officer,[66]
Vlajka,[107]
Norwich University,"[70, 69, 71]"
Gospel,[81]
Howard Brothers Discount Stores,"[81, 83]"
Football Association of Wales,[69]
Brown University,"[93, 88]"
University of Alabama,[93]
Transylvania University,[93]
Packard,[80]
Pole sitting,[59]
Texas A&M University,"[88, 91]"
Bose Corporation,[84]
Malaria,[83]
Dhadi,[65]
Cerrado,[100]
Bangsamoro Islamic Freedom Fighters,[69]
Film studies,[64]
Votorantim Group,[86]
Medician,[64]
Cinema of West Bengal,[68]
Sufi poetry,[83]
NDTV,[49]
Dean of Exeter,[80]
Clan Campbell,[54]
Librarian of Congress,[90]
Red River Colony,[63]
Air transport of the Royal Family and government of the United Kingdom,[88]
University of New Mexico,[89]
Xerox,[82]
International Harvester,[82]
Armenian diaspora,[62]
Periodical literature,[62]
Lieutenant Governor of Prince Edward Island,[57]
Utah,[81]
Blast furnace,[49]
Protest song,[69]
Quality control,[92]
Phytogeography,[65]
Marimekko,[67]
Scarface (novel),[28]
Bundesgrenzschutz,[89]
Political officer (British Empire),"[88, 58]"
Philadelphia,[82]
International Court of Justice,"[90, 78]"
European Court of Human Rights,[90]
Estate (land),[80]
Curate,"[33, 74, 65, 75]"
United States Department of the Treasury,[86]
Gentleman Usher to the Sword of State,[75]
New South Wales Legislative Council,[82]
Missouri Valley Conference,[70]
Ulster University,[93]
General Synod,[93]
Bullocky,"[81, 84]"
National Union of Mineworkers (Great Britain),[74]
Power Corporation of Canada,[74]
Ogilvy (department store),[74]
Nesbitt Thomson and Company,[74]
Ballroom dance,[96]
United States House Committee on Armed Services,[74]
National Naval Aviation Museum,[82]
Sendas,[73]
Arizona,[72]
University of California Los Angeles,[89]
Chicago Bulls,[82]
Chicago Blackhawks,"[82, 78]"
Chicago Stadium,[82]
Army,[74]
Stasi,"[80, 68]"
Technical advisor,[85]
Highway engineering,[53]
Ethnomusicology,"[60, 60, 97, 89]"
New York State Gaming Commission,[89]
The Times Group,[65]
Vishva Hindu Parishad,[89]
Moscow,[90]
Yerevan State University,[90]
Arts journalism,[79]
Hinduism,[53]
Baronet,"[79, 83]"
Cavalier,"[79, 57]"
Advaita Vedanta,[76]
Jackaroo (trainee),[89]
Physical education,[71]
Fox hunting,[43]
Magic store,[61]
Airship,[81]
Sovereign Military Order of Malta,[82]
Graf,[82]
Steel,[42]
Cinematograph,[92]
Abbeville,[86]
Bailiff,[86]
Clinician,[91]
Cambridge University Library,[51]
Supreme court,[62]
Holocaust denial,"[113, 90]"
Epidemiology,"[94, 94, 92]"
Yeshiva Torah Vodaas,[88]
International Space Station,[72]
Skylab,[72]
Commissar,"[49, 66, 49]"
Ayya Nadar Janaki Ammal College,[77]
Secretary (title),[66]
Kedah State Legislative Assembly,[69]
Industry,[79]
Lighthouse keeper,"[53, 94]"
United Arab Republic,[82]
Sheikh,[61]
Qāriʾ,[61]
Politics of Afghanistan,[74]
History of Afghanistan,[74]
Bengali Language Movement,[88]
Pakistan Movement,[61]
Dawah,[61]
ARY Group,[70]
Radio Liberty,"[46, 90]"
Architectural lighting design,[89]
Stage lighting,[89]
Inuit,[69]
Classical guitar,"[85, 75]"
Breton nationalism,[67]
Rampur Uttar Pradesh,[76]
Palestine (region),[61]
Lakeland Florida,[92]
National Bank Limited,[72]
Education minister,[50]
Oratorio,[89]
Tango music,[97]
Recorder (judge),[88]
Montana Territory,[89]
List of mayors of New Orleans,[65]
Egyptian Air Force,[91]
Chief of staff,"[91, 75]"
Comic opera,[56]
Papercutting,[52]
Gaultheria shallon,[95]
Aditya Birla Group,[52]
Syrian Army,[37]
Ski school,[83]
Obersturmbannführer,"[56, 59]"
Undercover operation,[75]
Woodcut,[54]
List of Governors of the Danish West Indies,[50]
List of furniture designers,"[86, 85]"
Oblate,[79]
Corona (satellite),[46]
History of Antarctica,[37]
Merchant Navy (United Kingdom),"[37, 62]"
Sicily,[56]
Electrochemistry,[59]
Legist,[73]
Vernacular,[84]
Naqshbandi,[89]
Bey,[39]
South African Communist Party,[30]
Umkhonto we Sizwe,[30]
Çankırı Province,[71]
French Section of the Workers' International,[90]
Righteous Among the Nations,[90]
RIGVIR,[86]
Harikatha,[81]
Miami Herald,[81]
Official (ice hockey),[79]
Deadwood South Dakota,[59]
Général,[92]
Plantsman,[99]
Supreme Court of Victoria,[74]
Westminster,[67]
Body piercing,"[63, 76]"
Aero Club of America,[74]
Polaroid Corporation,[75]
North Borneo,[63]
Alastair Mars,[70]
Criswell College,[93]
Juggling,[66]
The State (newspaper),[76]
The Post and Courier,[76]
Livestock,[90]
English studies,[66]
Telephone,[79]
KWKH,[65]
University of Texas School of Law,[90]
Stuckey's,[68]
Erhard Seminars Training,[56]
King Momo,[93]
Notary,"[97, 88]"
Alabama Claims,[35]
United States Assistant Secretary of State,[35]
Legal Adviser of the Department of State,[35]
Horse training,[45]
Production sound mixer,[69]
Patent attorney,"[96, 84, 87]"
Horse and buggy,[83]
Metropolitan Police Service,"[84, 51]"
List of missing aircraft,[34]
Junkers,"[66, 73]"
Middlesex,[82]
Law of the United States,[79]
Card sharp,[100]
Cubic Corporation,[97]
Interflug,[79]
Association of the United States Army,[84]
New Zealand Broadcasting Corporation,[88]
Los Angeles Dodgers,[76]
New York Drama Critics' Circle,[79]
Handicraft,[74]
Chief of the Staff of The Salvation Army,[91]
Tabasco sauce,[75]
Bailie,[95]
Prussian Ministry of War,[81]
Goryeo,[56]
ExxonMobil,[47]
Avis Rent a Car System,[92]
University of Southern California,[89]
University at Buffalo,[89]
University of Cincinnati,[89]
United Mine Workers,[87]
Private equity,[77]
Washboard (musical instrument),[82]
Ukrainian Orthodox Church of Canada,[96]
Sound effect,[62]
Foley (filmmaking),[62]
GAF Materials Corporation,[79]
Social entrepreneurship,[84]
Comprador,"[72, 63, 55]"
Agricultural machinery,[91]
Heinkel,[81]
German resistance to Nazism,[33]
United States Army Reserve,[83]
National Museum of Racing and Hall of Fame,[76]
Birmingham Museum and Art Gallery,[72]
Citrus production,[83]
Selhurst High School,[92]
Jacobs School of Music,[89]
University of North Texas College of Music,[89]
Olympic Games,[95]
Rhodes Scholarship,[95]
Sea Cadets,[69]
Private sector,[77]
Privy council,"[82, 53]"
Aulic Council,[82]
Church Historian and Recorder,[80]
Field marshal,"[79, 69]"
Velie,[62]
United States Lighthouse Service,[82]
Gettysburg College,[72]
Atlas,[67]
Webb Institute,[70]
Holiday World & Splashin' Safari,[86]
Colorado,[80]
Chase (bank),"[80, 62]"
Wheelwright,[71]
Salem Massachusetts,[88]
Oyster farming,[76]
Chief Judge of the New York Court of Appeals,"[62, 72]"
New Zealand Parliament,[81]
Baume et Mercier,[71]
Cleaner,[71]
Longhunter,[61]
Morton Plant Hospital,[84]
Social Scientist,[84]
Birmingham School of Art,[77]
Division of Indi,[76]
Quackery,[49]
Methods of coin debasement,[49]
Hebrew language,[81]
Tonga,[61]
Polynesia,[61]
Detroit Lions,[89]
Ford Motor Company,"[89, 87, 84]"
Able seaman,[87]
British Overseas Airways Corporation,"[87, 90]"
Biological illustration,"[86, 77]"
James III of Scotland,[47]
Brown Company,"[82, 80]"
Shanghai Municipal Police,[75]
Unitarianism,"[62, 83, 77, 77, 57]"
Chess title,[71]
Caesars Entertainment Corporation,[67]
Methodist Church of Great Britain,[63]
Savilian Professor of Astronomy,[55]
Tredegar Iron Works,[36]
United Nations Relief and Rehabilitation Administration,"[74, 81]"
Southern League (baseball),[73]
Piedmont League,[73]
North Carolina State League,[73]
Virginia League,[73]
Eastern Carolina League,[73]
First lieutenant,[24]
Minden Louisiana,[71]
Landscape architecture,"[79, 61]"
Street photography,[57]
Camp Smith (New York),[86]
Chicago Crime Commission,[91]
Royal Irish Constabulary,"[69, 43]"
Sheep shearing,[62]
Virginia Company,[60]
Pennsylvania General Assembly,[55]
Autobiography,[84]
Royal Astronomical Society,[81]
Food manufacturing,[90]
War Office,[82]
Province of Georgia,[58]
Investment management,"[80, 79]"
Camp County Texas,[72]
Union Jack Club,[92]
Democratic Party (United States),[54]
London,[86]
Officers' Christian Fellowship,[90]
New Jersey Court of Errors and Appeals,[78]
Fur,[83]
Chief Justice of Tasmania,[65]
Kansas Senate,[66]
Chautauqua,[68]
Bank of England,[70]
Surveyor General of South Australia,[53]
New York Stock Exchange,"[90, 49]"
Mississippi State University,[100]
Solicitor General of the United States,"[84, 54]"
American Revolutionary War,"[61, 85]"
Pig iron,[85]
Chief mate,"[39, 40]"
St Asaph,[59]
Bishop of Llandaff,[59]
Prague,[83]
Medal of Honor,[58]
Supreme Court of New South Wales,[83]
University of Texas Medical Branch,[91]
Confederate States Navy,[79]
Mather & Platt,[90]
Saint Matthew's Episcopal Day School,[74]
Secretary of the United States Senate,[87]
General Land Office,[53]
Currier,[54]
Continental League,[84]
Biophysics,"[85, 69]"
Surveyor of the Navy,"[74, 74]"
Dillard's,[88]
Lord Lieutenant of Worcestershire,[73]
Massachusetts Institute of Technology,[66]
United States Commissioner of Education,[74]
Countertenor,[89]
The Oregon Journal,[72]
Wars of Scottish Independence,[35]
Continental Army,[55]
Parliamentary sketch writing,[75]
South Shields,[70]
County Durham,[70]
Officers of the Kingdom of Jerusalem,[56]
General Dynamics Electric Boat,"[55, 64]"
Patent medicine,[71]
Rifle Brigade (Prince Consort's Own),"[74, 82]"
Captain (armed forces),"[74, 64]"
Citra Award for Best Director,[63]
Warrior,[29]
Tennessee Walking Horse,"[51, 83]"
Dairy Farm International Holdings,[76]
Te Āti Awa,[87]
Hamburg,[86]
Telepathy,[75]
Kampfgruppe gegen Unmenschlichkeit,[28]
Aerospace,[72]
Kommando LSK/LV,[89]
Generaloberst,"[89, 79, 77, 85, 68]"
Bon viveur,[46]
Bison hunting,"[81, 68]"
Referee (boxing),[81]
Show trial,[48]
Idstein,[78]
Eurosolar,[66]
Equitable Building (Manhattan),[34]
Reichsbank,[76]
Mexican Revolution,[67]
Nashville Vols,[70]
Shinkansen,[97]
Hieromonk,"[1513, 1529]"
Diocesan bishop,[57]
Test driver,[66]
Nintendo,[86]
Vineland New Jersey,[80]
Bhikkhuni,[98]
United States Army Air Service,[26]
Quarterback,[26]
Winger (ice hockey),[26]
Rover (ice hockey),[26]
Princeton Tigers men's ice hockey,[26]
Princeton Tigers football,[26]
Landed gentry (disambiguation),"[70, 70]"
Towson University,[73]
Florida College,[97]
Abilene Christian University,[97]
Ringmaster (horse show),[99]
Ancien Régime,[68]
Marshal of France,[68]
Steamboats of the Mississippi,[86]
United States Ambassador to Switzerland and Liechtenstein,[67]
Independence Hall,[90]
Sheet music,[81]
Player piano,[81]
Poster,[66]
First Lady of Chile,[95]
Pastoral counseling,[83]
Texas A&M University System,[64]
Building,[89]
Hughes Aircraft Company,[71]
Howard Hughes Medical Institute,[71]
Howard Hughes Corporation,[71]
Summa Corporation,[71]
Hughes Tool Company,[55]
National People's Congress,[83]
Chinese People's Political Consultative Conference,"[83, 86]"
Judge Advocate General's Corps,[84]
Tibetology,"[95, 60, 86]"
Monroe Louisiana,"[73, 82, 81]"
West Monroe Louisiana,[73]
Sam Wyly,[73]
Delivery (commerce),[76]
British Overseas Territories,[87]
Regius Professor of Greek (Oxford),[87]
Running of the Bulls,[80]
Royal Society of Portrait Painters,[97]
Ivory,[92]
Woodturning,"[92, 93]"
Army Air Corps (United Kingdom),[83]
Lord Lieutenant of Wiltshire,[75]
Somerset,[74]
Convoy Commodore,[74]
Auxiliary bishop,[72]
Feuilleton,[44]
